1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0.0,0.0,1
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,1
1.51908,14.7,1.12,2.88,72.85,0.0,9.76,0.83,0.02,7
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2
1.52365,14.63,1.01,2.88,72.27,1.0,8.47,2.26,0.02,7
1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,7
1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2
1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2
1.51619,17.38,1.81,2.09,74.09,0.0,7.93,0.0,0.0,6
1.51802,14.47,0.0,2.88,73.97,0.36,8.85,2.81,0.01,7
1.5182,13.64,0.06,3.43,73.11,1.94,11.96,0.46,0.03,5
1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,1
1.51836,12.97,0.28,1.64,72.34,4.87,7.7,0.0,0.0,5
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2
1.51969,14.53,0.77,1.2,72.38,0.0,11.04,0.0,0.0,6
1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2
1.51744,13.09,1.26,1.47,73.88,0.13,11.84,0.23,0.14,5
1.51846,13.79,1.22,1.37,73.85,0.0,7.57,0.0,0.0,6
1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6
1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,7
1.51657,12.57,3.39,1.76,72.85,0.51,8.8,0.0,0.32,3
1.52211,13.3,3.87,1.76,73.01,0.47,8.97,0.0,0.02,3
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,1
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,1
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,1
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,1
1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0.0,0.1,1
1.51969,13.85,2.0,1.53,72.48,0.0,11.22,0.0,0.0,6
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2
1.51941,12.5,3.57,1.76,73.01,0.0,8.32,0.0,0.09,3
1.51763,14.73,0.91,1.56,73.1,0.0,10.18,0.0,0.0,6
1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2
1.52069,12.98,3.34,1.54,73.01,0.12,9.42,0.0,0.08,3
1.5178,14.63,0.0,1.93,73.06,0.0,10.16,0.0,0.0,6
1.52369,12.8,2.68,3.5,70.69,0.34,10.54,0.55,0.02,5
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0.0,0.0,1
1.51969,15.06,1.82,1.87,72.83,0.0,7.22,0.0,0.0,6
1.51969,14.22,0.0,2.09,72.79,0.0,10.87,0.0,0.0,6
1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2
1.51815,15.23,0.0,1.84,73.66,0.73,9.23,2.22,0.02,7
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,1
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,1
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0.0,0.0,1
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,1
1.5161,12.16,3.34,1.66,73.01,0.0,8.9,0.0,0.05,3
1.51782,13.39,2.03,1.91,72.63,0.4,9.57,0.1,0.01,5
1.52079,13.57,2.11,2.3,72.5,0.44,8.66,0.3,0.01,7
1.52203,13.48,3.34,0.84,71.73,0.23,9.29,0.0,0.05,3
1.51944,13.59,0.0,1.19,73.4,0.0,9.76,1.2,0.02,7
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2
1.51969,15.81,2.08,2.09,73.36,0.0,11.14,0.0,0.0,6
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,1
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2
1.51316,13.71,1.51,3.5,70.79,6.21,10.82,0.15,0.0,5
1.51753,12.57,3.47,1.38,73.39,0.6,8.55,0.0,0.06,1
1.51952,14.15,1.17,1.92,72.37,0.0,11.22,0.0,0.0,6
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5
1.5161,12.16,3.34,1.66,73.01,0.0,8.9,0.0,0.05,3
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,1
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,1
1.51741,12.21,3.4,1.73,72.3,0.58,9.15,0.0,0.08,3
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,1
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,3
1.52004,13.31,3.43,1.76,72.01,0.53,9.06,0.0,0.08,3
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0.0,0.0,1
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,1
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0.0,0.3,1
1.51969,14.46,0.17,2.07,73.72,0.0,11.22,0.0,0.0,6
1.51969,17.38,0.7,0.92,72.37,0.0,8.98,0.0,0.0,6
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0.0,0.26,1
1.51438,13.81,3.57,1.25,72.9,0.55,10.04,0.01,0.0,1
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,2
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0.0,0.0,1
1.51687,13.42,1.45,2.03,72.03,4.3,11.65,0.2,0.0,5
1.51967,14.56,0.0,1.8,73.33,0.37,8.32,1.68,0.02,7
1.52203,13.48,3.34,0.84,71.73,0.23,9.29,0.0,0.05,3
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,1
1.51595,14.01,2.68,1.87,71.84,0.13,10.27,0.05,0.0,5
1.52291,12.73,2.68,2.15,70.79,1.06,10.96,0.38,0.0,5
1.51733,14.01,2.68,2.25,70.91,0.13,9.3,0.05,0.05,5
1.51815,15.23,0.0,1.84,73.66,0.73,9.23,2.22,0.02,7
1.51569,13.59,0.07,3.5,69.89,3.6,11.04,0.26,0.0,5
1.51805,13.53,3.55,1.76,72.57,0.44,8.54,0.0,0.37,3
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0.0,0.14,1
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,1
1.51417,12.93,0.04,3.5,73.56,0.4,11.39,0.0,0.02,5
1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0.0,0.0,1
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2
1.52365,13.98,0.0,2.84,73.5,0.15,9.53,1.79,0.0,7
1.52029,13.9,3.7,1.67,72.74,0.44,9.33,0.0,0.29,3
1.51823,13.44,0.02,1.78,73.43,1.51,8.4,2.01,0.0,7
1.51733,14.01,2.68,2.25,70.91,0.13,9.3,0.05,0.05,5
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2
1.5161,12.68,3.52,1.76,73.01,0.0,8.87,0.0,0.06,3
1.51778,12.66,3.34,1.42,72.68,0.61,8.32,0.0,0.0,3
1.51969,14.1,0.0,2.09,74.4,0.0,9.65,0.0,0.0,6
1.51969,14.4,2.41,1.87,72.37,0.0,9.71,0.0,0.0,6
1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,2
1.51969,15.06,1.82,1.87,72.83,0.0,7.22,0.0,0.0,6
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7
1.51541,15.21,0.0,1.79,73.4,1.88,8.86,1.33,0.02,7
1.51304,15.79,0.0,2.54,72.41,0.48,9.72,0.48,0.0,7
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2
1.51911,12.39,1.5,2.04,71.69,0.13,11.25,0.0,0.15,5
1.52037,13.13,3.48,1.76,72.37,0.58,9.27,0.0,0.03,3
