1.51755,12.79,3.54,1.28,72.22,0.07,9.2,0.0,0.23,3
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2
1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,7
1.51969,14.14,0.0,2.06,73.43,0.0,10.66,0.0,0.0,6
1.5152,12.95,3.72,1.53,72.56,0.58,9.26,0.0,0.03,1
1.51561,13.54,1.72,3.5,70.36,2.43,10.44,0.22,0.0,5
1.52365,13.66,0.0,2.88,72.77,2.7,9.69,1.47,0.02,7
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,1
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,1
1.5182,13.64,0.06,3.43,73.11,1.94,11.96,0.46,0.03,5
1.5179,14.31,0.57,1.19,72.63,0.0,8.72,0.0,0.0,6
1.51869,14.06,3.49,1.3,71.58,0.56,8.41,0.01,0.0,1
1.51837,12.47,0.0,2.13,72.77,0.65,8.98,0.18,0.03,5
1.52076,13.05,3.68,1.56,73.01,0.38,8.98,0.01,0.19,3
1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,7
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,1
1.51911,12.39,1.5,2.04,71.69,0.13,11.25,0.0,0.15,5
1.51815,15.23,0.0,1.84,73.66,0.73,9.23,2.22,0.02,7
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0.0,0.26,1
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,3
1.52365,13.33,0.0,2.88,73.71,0.25,7.91,2.88,0.01,7
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2
1.5152,12.95,3.72,1.53,72.56,0.58,9.26,0.0,0.03,1
1.52276,11.96,0.64,1.44,70.11,0.79,12.12,0.35,0.0,5
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,7
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,1
1.51775,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22,1
1.51367,12.73,3.91,1.27,72.04,0.63,8.42,0.0,0.05,1
1.51316,13.71,1.51,3.5,70.79,6.21,10.82,0.15,0.0,5
1.51619,17.38,1.81,2.09,74.09,0.0,7.93,0.0,0.0,6
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,1
1.51969,14.98,0.0,2.09,73.4,0.0,11.22,0.0,0.0,6
1.52369,11.03,0.34,2.79,70.93,0.45,11.23,0.0,0.0,5
1.51316,12.32,2.43,2.05,71.52,1.21,8.84,0.28,0.0,5
1.51755,13.0,3.6,1.36,72.99,0.57,8.4,0.0,0.11,1
