10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6
6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.9975,3.23,0.48,9.1,5
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5
6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,6
7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41,10.5,5
5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,7
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4,10.7,6
6.5,0.32,0.3,2.3,0.051,20.0,127.0,0.98964,3.13,0.52,12.8,6
6.0,0.24,0.34,1.0,0.036,52.0,184.0,0.99097,3.44,0.44,11.45,6
6.3,0.21,0.58,10.0,0.081,34.0,126.0,0.9962,2.95,0.46,8.9,5
7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.99133,3.19,0.52,11.1,5
6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7
5.0,0.17,0.56,1.5,0.026,24.0,115.0,0.9906,3.48,0.39,10.8,7
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6
6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,5
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8
9.2,0.23,0.3,1.1,0.031,40.0,99.0,0.9929,2.94,0.3,10.4,6
7.3,0.32,0.34,6.6,0.032,24.0,112.0,0.99505,3.22,0.46,9.8,6
6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,6
6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6
5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6
7.5,0.26,0.52,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,9.0,5
7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,5
6.7,0.105,0.32,12.4,0.051,34.0,106.0,0.998,3.54,0.45,9.2,6
6.5,0.44,0.47,5.45,0.014,44.0,137.0,0.98984,3.13,0.32,13.0,8
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.89333333,7
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7
6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,5
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,6
6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6
6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42,12.5,6
7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,6
6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55,11.4,4
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,5
7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5
6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,5
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6
5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,3.15,0.48,9.7,5
7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5,5
6.3,0.19,0.29,2.0,0.022,33.0,96.0,0.98902,3.04,0.54,12.8,7
5.4,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6
7.4,0.3,0.22,1.4,0.046,16.0,135.0,0.9928,3.08,0.77,10.4,7
6.9,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,3.28,0.77,9.6,6
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7
7.5,0.3,0.21,6.55,0.026,33.0,143.0,0.99244,2.92,0.35,11.1,5
8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,6
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,5
6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5
8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12.0,5
7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,6
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9.0,5
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7
7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,3
6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.99058,3.11,0.75,11.3,7
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6
8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.99406,2.99,0.36,11.2,6
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5
5.9,0.21,0.23,7.9,0.033,22.0,130.0,0.9944,3.38,0.59,10.9,6
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6
6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5
7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,10.5,6
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6
5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,5
6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,8.6,5
6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.31,12.7,6
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5
6.4,0.34,0.1,1.1,0.048,19.0,84.0,0.9927,3.21,0.38,9.8,5
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6
6.4,0.16,0.25,1.4,0.057,21.0,125.0,0.99091,3.23,0.44,11.1,7
7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,5
7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78,10.0,4
7.8,0.76,0.04,2.3,0.092,15.0,54.0,0.997,3.26,0.65,9.8,5
6.7,0.27,0.12,1.3,0.041,62.0,138.0,0.9921,3.21,0.42,10.0,6
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,5
9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,3.14,0.58,9.5,5
7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,8
6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6
5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5
6.8,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,6
6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,8
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6
8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5
6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4
7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6
7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,7
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6
6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,6
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5
7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,3.22,0.62,12.3,7
6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5
6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,6
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6
7.5,0.33,0.36,2.6,0.051,26.0,126.0,0.99097,3.32,0.53,12.7,6
5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6
6.7,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,3.28,0.54,9.2,5
6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0,7
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6
8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,7
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
6.0,0.24,0.28,3.95,0.038,61.0,134.0,0.99146,3.3,0.54,11.3,7
6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5
6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,3.64,0.54,10.0,7
6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,3.2,0.38,10.5,5
5.3,0.275,0.24,7.4,0.038,28.0,114.0,0.99313,3.38,0.51,11.0,6
5.9,0.14,0.25,4.5,0.027,34.0,140.0,0.9934,3.49,0.51,10.8,6
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6
6.4,0.44,0.26,2.0,0.054,20.0,180.0,0.9952,3.58,0.57,10.0,5
7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5
6.9,0.4,0.43,6.2,0.065,42.0,178.0,0.99552,3.11,0.53,9.4,5
8.1,0.67,0.55,1.8,0.117,32.0,141.0,0.9968,3.17,0.62,9.4,5
7.0,0.23,0.36,7.1,0.028,31.0,104.0,0.9922,3.35,0.47,12.1,8
7.8,0.27,0.33,2.4,0.053,36.0,175.0,0.992,3.2,0.55,11.0,6
8.5,0.44,0.5,1.9,0.369,15.0,38.0,0.99634,3.01,1.1,9.4,5
7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,5
6.1,0.2,0.25,1.2,0.038,34.0,128.0,0.9921,3.24,0.44,10.1,5
6.8,0.37,0.28,4.0,0.03,29.0,79.0,0.99,3.23,0.46,12.4,7
6.2,0.15,0.46,1.6,0.039,38.0,123.0,0.993,3.38,0.51,9.7,6
6.9,0.4,0.3,10.6,0.033,24.0,87.0,0.99265,3.15,0.45,12.8,6
6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.9959,3.23,0.48,9.1,6
6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5
7.0,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56,9.8,6
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5
7.6,0.48,0.37,0.8,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,4
7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,6
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6
5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5
5.3,0.6,0.34,1.4,0.031,3.0,60.0,0.98854,3.27,0.38,13.0,6
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7
7.0,0.27,0.74,1.3,0.173,34.0,121.0,0.99334,3.04,0.46,9.2,6
6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,3.04,0.54,9.0,6
7.2,0.55,0.09,1.5,0.108,16.0,151.0,0.9938,3.07,0.57,9.2,4
6.6,0.32,0.41,7.2,0.048,55.0,178.0,0.99537,3.2,0.46,9.4,5
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,4
6.9,0.21,0.33,1.4,0.056,35.0,136.0,0.9938,3.63,0.78,10.3,6
6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7
6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,5
6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,3.1,0.55,10.0,6
4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,6
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,7
9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,5
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6
7.0,0.12,0.19,4.9,0.055,27.0,127.0,0.9953,3.29,0.41,9.4,5
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5
6.0,0.32,0.3,7.3,0.174,46.0,159.0,0.99519,3.18,0.49,9.4,5
5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48,9.9,6
7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,3.38,0.5,9.9,6
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5
8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,3.11,0.53,9.5,6
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,6
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,4
7.3,0.21,0.33,1.0,0.037,66.0,144.0,0.9923,3.11,0.52,10.2,6
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6
6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,6
5.0,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,6
8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,7
9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.993,3.09,0.51,10.5,7
10.2,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86,10.5,6
9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,6
5.8,0.27,0.4,1.2,0.076,47.0,130.0,0.99185,3.13,0.45,10.3,6
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7
8.6,0.18,0.28,0.8,0.032,25.0,78.0,0.99104,2.99,0.38,11.1,5
7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,6
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5
6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,9
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5
6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,6
8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7
6.9,0.48,0.2,1.9,0.082,9.0,23.0,0.99585,3.39,0.43,9.05,4
6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,6
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,6
6.6,0.45,0.43,7.2,0.064,31.0,186.0,0.9954,3.12,0.44,9.4,5
6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,10.4,6
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8,6
7.9,0.3,0.6,1.85,0.048,13.0,106.0,0.99331,3.24,0.49,11.85,5
6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,6
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5
6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,6
6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,5
6.4,0.28,0.19,5.4,0.042,67.0,181.0,0.99435,3.31,0.35,10.2,6
7.7,0.935,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2,5
6.1,0.19,0.37,2.6,0.041,24.0,99.0,0.99153,3.18,0.5,10.9,6
6.2,0.26,0.2,8.0,0.047,35.0,111.0,0.99445,3.11,0.42,10.4,6
7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,6
9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,5
6.4,0.69,0.09,7.6,0.044,34.0,144.0,0.9948,3.26,0.38,10.1,6
6.8,0.18,0.21,5.4,0.053,34.0,104.0,0.99445,3.3,0.43,9.4,5
7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,6
6.5,0.25,0.32,9.9,0.045,41.0,128.0,0.99636,3.18,0.52,9.6,6
6.6,0.28,0.23,10.4,0.049,45.0,190.0,0.99754,3.12,0.51,8.8,5
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7
12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,11.5,6
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5
6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.5,0.42,0.19,6.9,0.041,62.0,150.0,0.99508,3.23,0.37,10.0,6
5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,5
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5
6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,4
5.0,0.33,0.18,4.6,0.032,40.0,124.0,0.99114,3.18,0.4,11.0,6
8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,6
6.4,0.28,0.45,8.6,0.057,47.0,223.0,0.99654,3.16,0.51,9.1,5
6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,8
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5
8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,5
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5
8.3,0.49,0.43,2.5,0.036,32.0,116.0,0.9944,3.23,0.47,10.7,6
7.8,0.17,0.23,1.7,0.029,39.0,128.0,0.99272,3.37,0.41,10.7,7
7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.9931,2.98,0.41,11.4,6
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7
8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5
6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.99158,3.0,0.38,10.7,5
7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8,5
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8
6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.99278,3.15,0.4,11.0,6
4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.79,0.55,10.2,5
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6
6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.99622,3.27,0.5,9.4,5
7.1,0.38,0.4,2.2,0.042,54.0,201.0,0.99177,3.03,0.5,11.4,5
6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,3.52,0.44,9.9,6
6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,6
5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88,13.5,7
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,6
6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6
6.1,0.43,0.35,9.1,0.059,83.0,249.0,0.9971,3.37,0.5,8.5,5
7.0,0.15,0.29,16.4,0.058,45.0,110.0,0.9978,3.15,0.37,9.7,6
6.9,0.49,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,6
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8
7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,5
6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5
6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,5
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7
6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.25,0.44,9.0,7
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5
8.3,0.18,0.37,1.2,0.049,6.0,94.0,0.9937,3.18,0.52,10.1,5
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5
9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,6
7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,5
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5
7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,6
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5
6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5
7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,5
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7
6.8,0.27,0.37,8.2,0.055,52.0,192.0,0.99586,3.11,0.52,9.5,6
7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6
7.0,0.24,0.51,11.0,0.029,55.0,227.0,0.9965,3.03,0.61,9.5,5
6.3,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,6
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,8
